real.type	FS	HS	UR	rep	par	loci	sim	total	pFS	pHS	pUR
HS	10	152	104	41	100	100	Parents = 100 & Loci = 100	266	0.038	0.571	0.391
UR	0	166	9338	41	100	100	Parents = 100 & Loci = 100	9504	0	0.017	0.983
FS	134	4	2	42	100	100	Parents = 100 & Loci = 100	140	0.957	0.029	0.014
HS	0	200	38	42	100	100	Parents = 100 & Loci = 100	238	0	0.84	0.16
UR	0	100	9422	42	100	100	Parents = 100 & Loci = 100	9522	0	0.011	0.989
FS	86	16	0	43	100	100	Parents = 100 & Loci = 100	102	0.843	0.157	0
HS	2	236	92	43	100	100	Parents = 100 & Loci = 100	330	0.006	0.715	0.279
UR	0	124	9344	43	100	100	Parents = 100 & Loci = 100	9468	0	0.013	0.987
FS	100	16	2	44	100	100	Parents = 100 & Loci = 100	118	0.847	0.136	0.017
HS	2	192	82	44	100	100	Parents = 100 & Loci = 100	276	0.007	0.696	0.297
UR	0	112	9394	44	100	100	Parents = 100 & Loci = 100	9506	0	0.012	0.988
FS	94	36	4	45	100	100	Parents = 100 & Loci = 100	134	0.701	0.269	0.03
HS	2	238	64	45	100	100	Parents = 100 & Loci = 100	304	0.007	0.783	0.211
UR	0	86	9376	45	100	100	Parents = 100 & Loci = 100	9462	0	0.009	0.991
FS	150	14	0	46	100	100	Parents = 100 & Loci = 100	164	0.915	0.085	0
HS	0	162	74	46	100	100	Parents = 100 & Loci = 100	236	0	0.686	0.314
UR	0	152	9348	46	100	100	Parents = 100 & Loci = 100	9500	0	0.016	0.984
FS	80	8	0	47	100	100	Parents = 100 & Loci = 100	88	0.909	0.091	0
HS	4	252	80	47	100	100	Parents = 100 & Loci = 100	336	0.012	0.75	0.238
UR	0	114	9362	47	100	100	Parents = 100 & Loci = 100	9476	0	0.012	0.988
FS	182	18	0	48	100	100	Parents = 100 & Loci = 100	200	0.91	0.09	0
HS	6	208	70	48	100	100	Parents = 100 & Loci = 100	284	0.021	0.732	0.246
UR	2	146	9268	48	100	100	Parents = 100 & Loci = 100	9416	0	0.016	0.984
FS	86	24	0	49	100	100	Parents = 100 & Loci = 100	110	0.782	0.218	0
HS	2	270	92	49	100	100	Parents = 100 & Loci = 100	364	0.005	0.742	0.253
UR	0	108	9318	49	100	100	Parents = 100 & Loci = 100	9426	0	0.011	0.989
FS	90	2	0	4	100	100	Parents = 100 & Loci = 100	92	0.978	0.022	0
HS	0	304	40	4	100	100	Parents = 100 & Loci = 100	344	0	0.884	0.116
UR	0	120	9344	4	100	100	Parents = 100 & Loci = 100	9464	0	0.013	0.987
FS	142	14	0	50	100	100	Parents = 100 & Loci = 100	156	0.91	0.09	0
HS	4	258	68	50	100	100	Parents = 100 & Loci = 100	330	0.012	0.782	0.206
UR	0	112	9302	50	100	100	Parents = 100 & Loci = 100	9414	0	0.012	0.988
FS	160	8	0	51	100	100	Parents = 100 & Loci = 100	168	0.952	0.048	0
HS	2	302	20	51	100	100	Parents = 100 & Loci = 100	324	0.006	0.932	0.062
UR	0	62	9346	51	100	100	Parents = 100 & Loci = 100	9408	0	0.007	0.993
FS	126	20	2	52	100	100	Parents = 100 & Loci = 100	148	0.851	0.135	0.014
HS	8	196	72	52	100	100	Parents = 100 & Loci = 100	276	0.029	0.71	0.261
UR	0	132	9344	52	100	100	Parents = 100 & Loci = 100	9476	0	0.014	0.986
FS	164	0	2	53	100	100	Parents = 100 & Loci = 100	166	0.988	0	0.012
HS	2	202	48	53	100	100	Parents = 100 & Loci = 100	252	0.008	0.802	0.19
UR	0	100	9382	53	100	100	Parents = 100 & Loci = 100	9482	0	0.011	0.989
FS	104	34	0	54	100	100	Parents = 100 & Loci = 100	138	0.754	0.246	0
HS	4	184	68	54	100	100	Parents = 100 & Loci = 100	256	0.016	0.719	0.266
UR	0	100	9406	54	100	100	Parents = 100 & Loci = 100	9506	0	0.011	0.989
FS	116	6	0	55	100	100	Parents = 100 & Loci = 100	122	0.951	0.049	0
HS	4	478	74	55	100	100	Parents = 100 & Loci = 100	556	0.007	0.86	0.133
UR	0	124	9098	55	100	100	Parents = 100 & Loci = 100	9222	0	0.013	0.987
FS	144	24	0	56	100	100	Parents = 100 & Loci = 100	168	0.857	0.143	0
HS	2	200	74	56	100	100	Parents = 100 & Loci = 100	276	0.007	0.725	0.268
UR	2	110	9344	56	100	100	Parents = 100 & Loci = 100	9456	0	0.012	0.988
FS	118	8	2	57	100	100	Parents = 100 & Loci = 100	128	0.922	0.062	0.016
HS	2	180	52	57	100	100	Parents = 100 & Loci = 100	234	0.009	0.769	0.222
UR	0	124	9414	57	100	100	Parents = 100 & Loci = 100	9538	0	0.013	0.987
FS	78	20	0	58	100	100	Parents = 100 & Loci = 100	98	0.796	0.204	0
HS	2	282	42	58	100	100	Parents = 100 & Loci = 100	326	0.006	0.865	0.129
UR	0	120	9356	58	100	100	Parents = 100 & Loci = 100	9476	0	0.013	0.987
FS	88	12	0	59	100	100	Parents = 100 & Loci = 100	100	0.88	0.12	0
HS	2	194	56	59	100	100	Parents = 100 & Loci = 100	252	0.008	0.77	0.222
UR	0	110	9438	59	100	100	Parents = 100 & Loci = 100	9548	0	0.012	0.988
FS	96	6	2	5	100	100	Parents = 100 & Loci = 100	104	0.923	0.058	0.019
HS	0	280	66	5	100	100	Parents = 100 & Loci = 100	346	0	0.809	0.191
UR	0	102	9348	5	100	100	Parents = 100 & Loci = 100	9450	0	0.011	0.989
FS	108	12	4	60	100	100	Parents = 100 & Loci = 100	124	0.871	0.097	0.032
HS	8	226	48	60	100	100	Parents = 100 & Loci = 100	282	0.028	0.801	0.17
UR	0	152	9342	60	100	100	Parents = 100 & Loci = 100	9494	0	0.016	0.984
FS	190	8	0	61	100	100	Parents = 100 & Loci = 100	198	0.96	0.04	0
HS	6	232	38	61	100	100	Parents = 100 & Loci = 100	276	0.022	0.841	0.138
UR	0	72	9354	61	100	100	Parents = 100 & Loci = 100	9426	0	0.008	0.992
FS	104	10	0	62	100	100	Parents = 100 & Loci = 100	114	0.912	0.088	0
HS	2	336	46	62	100	100	Parents = 100 & Loci = 100	384	0.005	0.875	0.12
UR	0	104	9298	62	100	100	Parents = 100 & Loci = 100	9402	0	0.011	0.989
FS	138	6	0	63	100	100	Parents = 100 & Loci = 100	144	0.958	0.042	0
HS	0	176	28	63	100	100	Parents = 100 & Loci = 100	204	0	0.863	0.137
UR	4	152	9396	63	100	100	Parents = 100 & Loci = 100	9552	0	0.016	0.984
FS	130	16	0	64	100	100	Parents = 100 & Loci = 100	146	0.89	0.11	0
HS	4	158	66	64	100	100	Parents = 100 & Loci = 100	228	0.018	0.693	0.289
UR	0	138	9388	64	100	100	Parents = 100 & Loci = 100	9526	0	0.014	0.986
FS	104	6	2	65	100	100	Parents = 100 & Loci = 100	112	0.929	0.054	0.018
HS	0	226	72	65	100	100	Parents = 100 & Loci = 100	298	0	0.758	0.242
UR	0	66	9424	65	100	100	Parents = 100 & Loci = 100	9490	0	0.007	0.993
FS	124	8	0	66	100	100	Parents = 100 & Loci = 100	132	0.939	0.061	0
HS	0	206	76	66	100	100	Parents = 100 & Loci = 100	282	0	0.73	0.27
UR	0	104	9382	66	100	100	Parents = 100 & Loci = 100	9486	0	0.011	0.989
FS	114	8	2	67	100	100	Parents = 100 & Loci = 100	124	0.919	0.065	0.016
HS	4	286	56	67	100	100	Parents = 100 & Loci = 100	346	0.012	0.827	0.162
UR	2	80	9348	67	100	100	Parents = 100 & Loci = 100	9430	0	0.008	0.991
FS	156	14	0	69	100	100	Parents = 100 & Loci = 100	170	0.918	0.082	0
HS	0	282	30	69	100	100	Parents = 100 & Loci = 100	312	0	0.904	0.096
UR	0	54	9364	69	100	100	Parents = 100 & Loci = 100	9418	0	0.006	0.994
FS	102	18	0	6	100	100	Parents = 100 & Loci = 100	120	0.85	0.15	0
HS	4	220	64	6	100	100	Parents = 100 & Loci = 100	288	0.014	0.764	0.222
UR	2	130	9360	6	100	100	Parents = 100 & Loci = 100	9492	0	0.014	0.986
FS	102	6	0	70	100	100	Parents = 100 & Loci = 100	108	0.944	0.056	0
HS	0	280	34	70	100	100	Parents = 100 & Loci = 100	314	0	0.892	0.108
UR	0	76	9402	70	100	100	Parents = 100 & Loci = 100	9478	0	0.008	0.992
FS	102	10	0	71	100	100	Parents = 100 & Loci = 100	112	0.911	0.089	0
HS	0	256	126	71	100	100	Parents = 100 & Loci = 100	382	0	0.67	0.33
UR	0	114	9292	71	100	100	Parents = 100 & Loci = 100	9406	0	0.012	0.988
FS	114	26	0	72	100	100	Parents = 100 & Loci = 100	140	0.814	0.186	0
HS	4	196	62	72	100	100	Parents = 100 & Loci = 100	262	0.015	0.748	0.237
UR	0	126	9372	72	100	100	Parents = 100 & Loci = 100	9498	0	0.013	0.987
FS	56	20	4	73	100	100	Parents = 100 & Loci = 100	80	0.7	0.25	0.05
HS	4	174	126	73	100	100	Parents = 100 & Loci = 100	304	0.013	0.572	0.414
UR	0	126	9390	73	100	100	Parents = 100 & Loci = 100	9516	0	0.013	0.987
FS	90	26	0	74	100	100	Parents = 100 & Loci = 100	116	0.776	0.224	0
HS	8	288	28	74	100	100	Parents = 100 & Loci = 100	324	0.025	0.889	0.086
UR	0	80	9380	74	100	100	Parents = 100 & Loci = 100	9460	0	0.008	0.992
FS	130	16	0	75	100	100	Parents = 100 & Loci = 100	146	0.89	0.11	0
HS	0	150	56	75	100	100	Parents = 100 & Loci = 100	206	0	0.728	0.272
UR	0	88	9460	75	100	100	Parents = 100 & Loci = 100	9548	0	0.009	0.991
FS	126	12	0	76	100	100	Parents = 100 & Loci = 100	138	0.913	0.087	0
HS	4	260	46	76	100	100	Parents = 100 & Loci = 100	310	0.013	0.839	0.148
UR	0	164	9288	76	100	100	Parents = 100 & Loci = 100	9452	0	0.017	0.983
FS	164	14	4	77	100	100	Parents = 100 & Loci = 100	182	0.901	0.077	0.022
HS	0	224	80	77	100	100	Parents = 100 & Loci = 100	304	0	0.737	0.263
UR	2	102	9310	77	100	100	Parents = 100 & Loci = 100	9414	0	0.011	0.989
FS	94	16	2	78	100	100	Parents = 100 & Loci = 100	112	0.839	0.143	0.018
HS	2	168	80	78	100	100	Parents = 100 & Loci = 100	250	0.008	0.672	0.32
UR	0	144	9394	78	100	100	Parents = 100 & Loci = 100	9538	0	0.015	0.985
FS	146	12	0	79	100	100	Parents = 100 & Loci = 100	158	0.924	0.076	0
HS	2	218	56	79	100	100	Parents = 100 & Loci = 100	276	0.007	0.79	0.203
UR	0	72	9394	79	100	100	Parents = 100 & Loci = 100	9466	0	0.008	0.992
FS	54	20	0	7	100	100	Parents = 100 & Loci = 100	74	0.73	0.27	0
HS	0	238	74	7	100	100	Parents = 100 & Loci = 100	312	0	0.763	0.237
UR	0	84	9430	7	100	100	Parents = 100 & Loci = 100	9514	0	0.009	0.991
FS	132	12	4	80	100	100	Parents = 100 & Loci = 100	148	0.892	0.081	0.027
HS	2	196	100	80	100	100	Parents = 100 & Loci = 100	298	0.007	0.658	0.336
UR	0	138	9316	80	100	100	Parents = 100 & Loci = 100	9454	0	0.015	0.985
FS	118	14	0	81	100	100	Parents = 100 & Loci = 100	132	0.894	0.106	0
HS	0	272	30	81	100	100	Parents = 100 & Loci = 100	302	0	0.901	0.099
UR	0	88	9378	81	100	100	Parents = 100 & Loci = 100	9466	0	0.009	0.991
FS	66	38	6	82	100	100	Parents = 100 & Loci = 100	110	0.6	0.345	0.055
HS	0	174	102	82	100	100	Parents = 100 & Loci = 100	276	0	0.63	0.37
UR	0	132	9382	82	100	100	Parents = 100 & Loci = 100	9514	0	0.014	0.986
FS	114	26	0	83	100	100	Parents = 100 & Loci = 100	140	0.814	0.186	0
HS	6	154	64	83	100	100	Parents = 100 & Loci = 100	224	0.027	0.688	0.286
UR	0	116	9420	83	100	100	Parents = 100 & Loci = 100	9536	0	0.012	0.988
FS	84	16	0	84	100	100	Parents = 100 & Loci = 100	100	0.84	0.16	0
HS	0	188	88	84	100	100	Parents = 100 & Loci = 100	276	0	0.681	0.319
UR	2	156	9366	84	100	100	Parents = 100 & Loci = 100	9524	0	0.016	0.983
FS	76	14	0	85	100	100	Parents = 100 & Loci = 100	90	0.844	0.156	0
HS	0	232	70	85	100	100	Parents = 100 & Loci = 100	302	0	0.768	0.232
UR	0	124	9384	85	100	100	Parents = 100 & Loci = 100	9508	0	0.013	0.987
FS	126	8	0	86	100	100	Parents = 100 & Loci = 100	134	0.94	0.06	0
HS	2	252	88	86	100	100	Parents = 100 & Loci = 100	342	0.006	0.737	0.257
UR	4	142	9278	86	100	100	Parents = 100 & Loci = 100	9424	0	0.015	0.985
FS	102	6	0	87	100	100	Parents = 100 & Loci = 100	108	0.944	0.056	0
HS	2	282	106	87	100	100	Parents = 100 & Loci = 100	390	0.005	0.723	0.272
UR	0	64	9338	87	100	100	Parents = 100 & Loci = 100	9402	0	0.007	0.993
FS	120	16	2	88	100	100	Parents = 100 & Loci = 100	138	0.87	0.116	0.014
HS	10	186	56	88	100	100	Parents = 100 & Loci = 100	252	0.04	0.738	0.222
UR	2	82	9426	88	100	100	Parents = 100 & Loci = 100	9510	0	0.009	0.991
FS	100	12	0	89	100	100	Parents = 100 & Loci = 100	112	0.893	0.107	0
HS	2	334	40	89	100	100	Parents = 100 & Loci = 100	376	0.005	0.888	0.106
UR	0	90	9322	89	100	100	Parents = 100 & Loci = 100	9412	0	0.01	0.99
FS	168	14	0	8	100	100	Parents = 100 & Loci = 100	182	0.923	0.077	0
HS	0	220	90	8	100	100	Parents = 100 & Loci = 100	310	0	0.71	0.29
UR	0	150	9258	8	100	100	Parents = 100 & Loci = 100	9408	0	0.016	0.984
FS	78	4	0	90	100	100	Parents = 100 & Loci = 100	82	0.951	0.049	0
HS	0	264	106	90	100	100	Parents = 100 & Loci = 100	370	0	0.714	0.286
UR	0	96	9352	90	100	100	Parents = 100 & Loci = 100	9448	0	0.01	0.99
FS	116	24	0	91	100	100	Parents = 100 & Loci = 100	140	0.829	0.171	0
HS	0	228	34	91	100	100	Parents = 100 & Loci = 100	262	0	0.87	0.13
UR	2	80	9416	91	100	100	Parents = 100 & Loci = 100	9498	0	0.008	0.991
FS	82	22	2	92	100	100	Parents = 100 & Loci = 100	106	0.774	0.208	0.019
HS	8	244	102	92	100	100	Parents = 100 & Loci = 100	354	0.023	0.689	0.288
UR	0	116	9324	92	100	100	Parents = 100 & Loci = 100	9440	0	0.012	0.988
FS	112	6	0	93	100	100	Parents = 100 & Loci = 100	118	0.949	0.051	0
HS	2	198	86	93	100	100	Parents = 100 & Loci = 100	286	0.007	0.692	0.301
UR	4	120	9372	93	100	100	Parents = 100 & Loci = 100	9496	0	0.013	0.987
FS	90	24	0	94	100	100	Parents = 100 & Loci = 100	114	0.789	0.211	0
HS	2	222	62	94	100	100	Parents = 100 & Loci = 100	286	0.007	0.776	0.217
UR	2	132	9366	94	100	100	Parents = 100 & Loci = 100	9500	0	0.014	0.986
FS	182	16	0	95	100	100	Parents = 100 & Loci = 100	198	0.919	0.081	0
HS	0	192	68	95	100	100	Parents = 100 & Loci = 100	260	0	0.738	0.262
UR	2	110	9330	95	100	100	Parents = 100 & Loci = 100	9442	0	0.012	0.988
FS	96	16	2	96	100	100	Parents = 100 & Loci = 100	114	0.842	0.14	0.018
HS	0	284	44	96	100	100	Parents = 100 & Loci = 100	328	0	0.866	0.134
UR	0	110	9348	96	100	100	Parents = 100 & Loci = 100	9458	0	0.012	0.988
FS	108	16	0	97	100	100	Parents = 100 & Loci = 100	124	0.871	0.129	0
HS	2	198	38	97	100	100	Parents = 100 & Loci = 100	238	0.008	0.832	0.16
UR	0	100	9438	97	100	100	Parents = 100 & Loci = 100	9538	0	0.01	0.99
FS	98	8	0	98	100	100	Parents = 100 & Loci = 100	106	0.925	0.075	0
HS	8	332	84	98	100	100	Parents = 100 & Loci = 100	424	0.019	0.783	0.198
UR	0	78	9292	98	100	100	Parents = 100 & Loci = 100	9370	0	0.008	0.992
FS	150	8	0	99	100	100	Parents = 100 & Loci = 100	158	0.949	0.051	0
HS	0	282	26	99	100	100	Parents = 100 & Loci = 100	308	0	0.916	0.084
UR	0	56	9378	99	100	100	Parents = 100 & Loci = 100	9434	0	0.006	0.994
FS	88	16	2	9	100	100	Parents = 100 & Loci = 100	106	0.83	0.151	0.019
HS	16	188	60	9	100	100	Parents = 100 & Loci = 100	264	0.061	0.712	0.227
UR	2	110	9418	9	100	100	Parents = 100 & Loci = 100	9530	0	0.012	0.988
FS	140	0	0	1	100	200	Parents = 100 & Loci = 200	140	1	0	0
HS	2	302	14	1	100	200	Parents = 100 & Loci = 200	318	0.006	0.95	0.044
UR	0	6	9436	1	100	200	Parents = 100 & Loci = 200	9442	0	0.001	0.999
FS	90	2	0	10	100	200	Parents = 100 & Loci = 200	92	0.978	0.022	0
HS	0	270	2	10	100	200	Parents = 100 & Loci = 200	272	0	0.993	0.007
UR	0	28	9508	10	100	200	Parents = 100 & Loci = 200	9536	0	0.003	0.997
FS	112	2	0	100	100	200	Parents = 100 & Loci = 200	114	0.982	0.018	0
HS	0	314	20	100	100	200	Parents = 100 & Loci = 200	334	0	0.94	0.06
UR	0	14	9438	100	100	200	Parents = 100 & Loci = 200	9452	0	0.001	0.999
FS	138	0	0	11	100	200	Parents = 100 & Loci = 200	138	1	0	0
HS	0	256	18	11	100	200	Parents = 100 & Loci = 200	274	0	0.934	0.066
UR	0	18	9470	11	100	200	Parents = 100 & Loci = 200	9488	0	0.002	0.998
FS	118	2	0	12	100	200	Parents = 100 & Loci = 200	120	0.983	0.017	0
HS	0	370	18	12	100	200	Parents = 100 & Loci = 200	388	0	0.954	0.046
UR	0	18	9374	12	100	200	Parents = 100 & Loci = 200	9392	0	0.002	0.998
FS	96	2	0	13	100	200	Parents = 100 & Loci = 200	98	0.98	0.02	0
HS	0	338	16	13	100	200	Parents = 100 & Loci = 200	354	0	0.955	0.045
UR	0	14	9434	13	100	200	Parents = 100 & Loci = 200	9448	0	0.001	0.999
FS	178	2	0	14	100	200	Parents = 100 & Loci = 200	180	0.989	0.011	0
HS	0	262	12	14	100	200	Parents = 100 & Loci = 200	274	0	0.956	0.044
UR	0	26	9420	14	100	200	Parents = 100 & Loci = 200	9446	0	0.003	0.997
FS	168	10	0	15	100	200	Parents = 100 & Loci = 200	178	0.944	0.056	0
HS	0	240	10	15	100	200	Parents = 100 & Loci = 200	250	0	0.96	0.04
UR	0	22	9450	15	100	200	Parents = 100 & Loci = 200	9472	0	0.002	0.998
FS	76	0	0	16	100	200	Parents = 100 & Loci = 200	76	1	0	0
HS	0	336	10	16	100	200	Parents = 100 & Loci = 200	346	0	0.971	0.029
UR	0	16	9462	16	100	200	Parents = 100 & Loci = 200	9478	0	0.002	0.998
FS	62	0	0	17	100	200	Parents = 100 & Loci = 200	62	1	0	0
HS	2	370	22	17	100	200	Parents = 100 & Loci = 200	394	0.005	0.939	0.056
UR	0	8	9436	17	100	200	Parents = 100 & Loci = 200	9444	0	0.001	0.999
FS	72	4	0	18	100	200	Parents = 100 & Loci = 200	76	0.947	0.053	0
HS	0	262	24	18	100	200	Parents = 100 & Loci = 200	286	0	0.916	0.084
UR	0	24	9514	18	100	200	Parents = 100 & Loci = 200	9538	0	0.003	0.997
FS	70	8	0	19	100	200	Parents = 100 & Loci = 200	78	0.897	0.103	0
HS	0	242	38	19	100	200	Parents = 100 & Loci = 200	280	0	0.864	0.136
UR	0	30	9512	19	100	200	Parents = 100 & Loci = 200	9542	0	0.003	0.997
FS	90	0	0	2	100	200	Parents = 100 & Loci = 200	90	1	0	0
HS	0	268	24	2	100	200	Parents = 100 & Loci = 200	292	0	0.918	0.082
UR	0	12	9506	2	100	200	Parents = 100 & Loci = 200	9518	0	0.001	0.999
FS	222	2	0	20	100	200	Parents = 100 & Loci = 200	224	0.991	0.009	0
HS	0	172	12	20	100	200	Parents = 100 & Loci = 200	184	0	0.935	0.065
UR	0	40	9452	20	100	200	Parents = 100 & Loci = 200	9492	0	0.004	0.996
FS	88	0	0	21	100	200	Parents = 100 & Loci = 200	88	1	0	0
HS	0	288	12	21	100	200	Parents = 100 & Loci = 200	300	0	0.96	0.04
UR	0	38	9474	21	100	200	Parents = 100 & Loci = 200	9512	0	0.004	0.996
FS	114	4	0	22	100	200	Parents = 100 & Loci = 200	118	0.966	0.034	0
HS	0	254	10	22	100	200	Parents = 100 & Loci = 200	264	0	0.962	0.038
UR	0	14	9504	22	100	200	Parents = 100 & Loci = 200	9518	0	0.001	0.999
FS	146	2	0	23	100	200	Parents = 100 & Loci = 200	148	0.986	0.014	0
HS	0	304	6	23	100	200	Parents = 100 & Loci = 200	310	0	0.981	0.019
UR	0	38	9404	23	100	200	Parents = 100 & Loci = 200	9442	0	0.004	0.996
FS	144	6	0	24	100	200	Parents = 100 & Loci = 200	150	0.96	0.04	0
HS	0	280	8	24	100	200	Parents = 100 & Loci = 200	288	0	0.972	0.028
UR	0	30	9432	24	100	200	Parents = 100 & Loci = 200	9462	0	0.003	0.997
FS	128	0	0	25	100	200	Parents = 100 & Loci = 200	128	1	0	0
HS	0	242	12	25	100	200	Parents = 100 & Loci = 200	254	0	0.953	0.047
UR	0	18	9500	25	100	200	Parents = 100 & Loci = 200	9518	0	0.002	0.998
FS	72	4	0	26	100	200	Parents = 100 & Loci = 200	76	0.947	0.053	0
HS	0	288	16	26	100	200	Parents = 100 & Loci = 200	304	0	0.947	0.053
UR	0	26	9494	26	100	200	Parents = 100 & Loci = 200	9520	0	0.003	0.997
FS	120	2	0	27	100	200	Parents = 100 & Loci = 200	122	0.984	0.016	0
HS	0	260	10	27	100	200	Parents = 100 & Loci = 200	270	0	0.963	0.037
UR	0	22	9486	27	100	200	Parents = 100 & Loci = 200	9508	0	0.002	0.998
FS	174	0	0	28	100	200	Parents = 100 & Loci = 200	174	1	0	0
HS	0	330	2	28	100	200	Parents = 100 & Loci = 200	332	0	0.994	0.006
UR	0	22	9372	28	100	200	Parents = 100 & Loci = 200	9394	0	0.002	0.998
FS	156	0	0	29	100	200	Parents = 100 & Loci = 200	156	1	0	0
HS	0	344	10	29	100	200	Parents = 100 & Loci = 200	354	0	0.972	0.028
UR	0	12	9378	29	100	200	Parents = 100 & Loci = 200	9390	0	0.001	0.999
FS	154	0	0	3	100	200	Parents = 100 & Loci = 200	154	1	0	0
HS	0	194	6	3	100	200	Parents = 100 & Loci = 200	200	0	0.97	0.03
UR	0	12	9534	3	100	200	Parents = 100 & Loci = 200	9546	0	0.001	0.999
FS	138	4	0	30	100	200	Parents = 100 & Loci = 200	142	0.972	0.028	0
HS	0	278	6	30	100	200	Parents = 100 & Loci = 200	284	0	0.979	0.021
UR	0	22	9452	30	100	200	Parents = 100 & Loci = 200	9474	0	0.002	0.998
FS	152	4	0	31	100	200	Parents = 100 & Loci = 200	156	0.974	0.026	0
HS	0	226	2	31	100	200	Parents = 100 & Loci = 200	228	0	0.991	0.009
UR	0	10	9506	31	100	200	Parents = 100 & Loci = 200	9516	0	0.001	0.999
FS	136	6	0	32	100	200	Parents = 100 & Loci = 200	142	0.958	0.042	0
HS	6	234	28	32	100	200	Parents = 100 & Loci = 200	268	0.022	0.873	0.104
UR	0	18	9472	32	100	200	Parents = 100 & Loci = 200	9490	0	0.002	0.998
FS	126	6	0	33	100	200	Parents = 100 & Loci = 200	132	0.955	0.045	0
HS	0	296	10	33	100	200	Parents = 100 & Loci = 200	306	0	0.967	0.033
UR	0	10	9452	33	100	200	Parents = 100 & Loci = 200	9462	0	0.001	0.999
FS	136	0	0	34	100	200	Parents = 100 & Loci = 200	136	1	0	0
HS	0	302	8	34	100	200	Parents = 100 & Loci = 200	310	0	0.974	0.026
UR	0	18	9436	34	100	200	Parents = 100 & Loci = 200	9454	0	0.002	0.998
FS	192	6	0	35	100	200	Parents = 100 & Loci = 200	198	0.97	0.03	0
HS	0	192	18	35	100	200	Parents = 100 & Loci = 200	210	0	0.914	0.086
UR	0	12	9480	35	100	200	Parents = 100 & Loci = 200	9492	0	0.001	0.999
FS	142	4	0	36	100	200	Parents = 100 & Loci = 200	146	0.973	0.027	0
HS	4	286	8	36	100	200	Parents = 100 & Loci = 200	298	0.013	0.96	0.027
UR	0	22	9434	36	100	200	Parents = 100 & Loci = 200	9456	0	0.002	0.998
FS	198	0	0	37	100	200	Parents = 100 & Loci = 200	198	1	0	0
HS	0	242	6	37	100	200	Parents = 100 & Loci = 200	248	0	0.976	0.024
UR	0	16	9438	37	100	200	Parents = 100 & Loci = 200	9454	0	0.002	0.998
FS	168	4	0	38	100	200	Parents = 100 & Loci = 200	172	0.977	0.023	0
HS	0	210	2	38	100	200	Parents = 100 & Loci = 200	212	0	0.991	0.009
UR	0	38	9478	38	100	200	Parents = 100 & Loci = 200	9516	0	0.004	0.996
FS	86	2	0	39	100	200	Parents = 100 & Loci = 200	88	0.977	0.023	0
HS	0	330	14	39	100	200	Parents = 100 & Loci = 200	344	0	0.959	0.041
UR	0	10	9458	39	100	200	Parents = 100 & Loci = 200	9468	0	0.001	0.999
FS	120	2	0	4	100	200	Parents = 100 & Loci = 200	122	0.984	0.016	0
HS	0	280	10	4	100	200	Parents = 100 & Loci = 200	290	0	0.966	0.034
UR	0	28	9460	4	100	200	Parents = 100 & Loci = 200	9488	0	0.003	0.997
FS	138	2	0	40	100	200	Parents = 100 & Loci = 200	140	0.986	0.014	0
HS	0	356	6	40	100	200	Parents = 100 & Loci = 200	362	0	0.983	0.017
UR	0	16	9382	40	100	200	Parents = 100 & Loci = 200	9398	0	0.002	0.998
FS	142	12	0	41	100	200	Parents = 100 & Loci = 200	154	0.922	0.078	0
HS	0	164	4	41	100	200	Parents = 100 & Loci = 200	168	0	0.976	0.024
UR	0	20	9558	41	100	200	Parents = 100 & Loci = 200	9578	0	0.002	0.998
FS	196	4	0	42	100	200	Parents = 100 & Loci = 200	200	0.98	0.02	0
HS	0	256	6	42	100	200	Parents = 100 & Loci = 200	262	0	0.977	0.023
UR	0	30	9408	42	100	200	Parents = 100 & Loci = 200	9438	0	0.003	0.997
FS	140	0	0	43	100	200	Parents = 100 & Loci = 200	140	1	0	0
HS	0	310	10	43	100	200	Parents = 100 & Loci = 200	320	0	0.969	0.031
UR	0	8	9432	43	100	200	Parents = 100 & Loci = 200	9440	0	0.001	0.999
FS	102	2	0	44	100	200	Parents = 100 & Loci = 200	104	0.981	0.019	0
HS	0	302	18	44	100	200	Parents = 100 & Loci = 200	320	0	0.944	0.056
UR	0	20	9456	44	100	200	Parents = 100 & Loci = 200	9476	0	0.002	0.998
FS	116	2	0	45	100	200	Parents = 100 & Loci = 200	118	0.983	0.017	0
HS	0	308	6	45	100	200	Parents = 100 & Loci = 200	314	0	0.981	0.019
UR	0	16	9452	45	100	200	Parents = 100 & Loci = 200	9468	0	0.002	0.998
FS	128	4	0	46	100	200	Parents = 100 & Loci = 200	132	0.97	0.03	0
HS	0	310	12	46	100	200	Parents = 100 & Loci = 200	322	0	0.963	0.037
UR	0	16	9430	46	100	200	Parents = 100 & Loci = 200	9446	0	0.002	0.998
FS	122	0	0	47	100	200	Parents = 100 & Loci = 200	122	1	0	0
HS	6	282	40	47	100	200	Parents = 100 & Loci = 200	328	0.018	0.86	0.122
UR	0	28	9422	47	100	200	Parents = 100 & Loci = 200	9450	0	0.003	0.997
FS	146	0	0	48	100	200	Parents = 100 & Loci = 200	146	1	0	0
HS	0	180	8	48	100	200	Parents = 100 & Loci = 200	188	0	0.957	0.043
UR	0	22	9544	48	100	200	Parents = 100 & Loci = 200	9566	0	0.002	0.998
FS	142	2	0	49	100	200	Parents = 100 & Loci = 200	144	0.986	0.014	0
HS	4	278	10	49	100	200	Parents = 100 & Loci = 200	292	0.014	0.952	0.034
